content_producer	term_id	langs	country	type	result_number	link_type	link_accessibility	how_recent_is_the_information	what_is_the_author_background	are_there_major_scientific_errors_in_the_link	how_accurate_is_the_scientific_content_presen	are_there_any_scientific_terms_that_lay_peopl	jargon_score	is_a_scientific_background_high_school_or_abo	x1_none_of_the_below	x2_others	x3_place_to_leave_comments_ask_questions	x4_graphs	x5_relevant_multimedia_e_g_video_animation_et	x6_hyper_links	x7_numerical_data	x8_list_of_sources	x9_citation_or_references_to_relevant_literat	are_there_local_examples_in_the_content_e_g_r	local_examples_prop	does_the_content_present_advantages_and_disad	site_type_fct	producer_high_cred	access_multimedia	access_sci	accuracy	cred	cons_n_neg	cons_n_pos	contextual	recency	conspiracy	access	agg_sci_qual	agg_sci_qual_norm
1	42	Korean	South Korea	Novel Science and Technology Issues	3	1	1	1	1	2	3	1	2	1	0	0	0	0	1	0	0	0	1	1	0.5	1	Text_and_illustrations	TRUE	1	0	1	2	0	0	0	0	0	1	4	1.16666666666667
1	42	Korean	South Korea	Novel Science and Technology Issues	10	2	1	4	1	2	3	1	2	1	0	0	0	0	1	0	0	0	1	1	0.5	1	Text_and_illustrations	TRUE	1	0	1	2	0	0	0	1	0	1	5	2.16666666666667
1	42	Korean	South Korea	Novel Science and Technology Issues	12	1	1	2	3	2	3	1	2	1	0	0	0	0	1	0	0	1	0	1	0.5	2	Text_and_illustrations	TRUE	1	0	1	3	0	0	0	0	0	1	5	1.41666666666667
1	43	Korean	South Korea	Novel Science and Technology Issues	3	1	1	4	3	2	3	2	3	2	0	0	0	0	0	1	0	0	0	1	0.5	1	Text_and_illustrations	TRUE	1	2	1	2	0	0	0	1	0	3	7	2.5
1	59	Korean	South Korea	Socio-Scientific Issues	11	1	1	1	1	2	3	1	1	2	1	0	0	0	0	0	0	0	0	1	0.5	1	Text_and_illustrations	TRUE	0	1	1	1	0	0	0	0	0	1	3	0.916666666666667
1	65	Korean	South Korea	Socio-Scientific Issues	3	1	1	1	1	2	3	1	2	2	0	0	0	0	1	0	0	0	0	1	0.5	2	Text_and_illustrations	TRUE	1	1	1	1	0	0	0	0	0	2	4	1.08333333333333
1	65	Korean	South Korea	Socio-Scientific Issues	4	1	1	4	1	2	3	1	2	2	0	0	0	0	1	0	0	0	0	1	0.5	2	Text_and_illustrations	TRUE	1	1	1	1	0	0	0	1	0	2	5	2.08333333333333
1	66	Korean	South Korea	Socio-Scientific Issues	4	1	1	4	1	2	3	1	2	2	0	0	0	0	1	0	1	0	0	2	1	1	Text_and_illustrations	TRUE	1	1	1	1	0	0	1	1	0	2	6	2.41666666666667
1	70	Korean	South Korea	Socio-Scientific Issues	11	1	1	4	1	2	3	2	3	2	1	0	0	0	0	0	0	0	0	1	0.5	1	Text_and_illustrations	TRUE	0	2	1	1	0	0	0	1	0	2	5	2.08333333333333
1	71	Korean	South Korea	Socio-Scientific Issues	13	1	1	4	1	2	3	2	3	2	0	0	0	1	1	0	0	0	0	1	0.5	1	Text_and_illustrations	TRUE	2	2	1	1	0	0	0	1	0	4	7	2.41666666666667
1	28	Spanish	Mexico	Canonical Scientific Issues	4	1	1	1	3	2	3	2	3	2	0	0	0	0	1	1	0	0	0	1	0.5	1	Text_and_illustrations	TRUE	2	2	1	2	0	0	0	0	0	4	7	1.66666666666667
1	28	Spanish	Mexico	Canonical Scientific Issues	6	1	1	1	1	2	3	2	3	2	0	0	0	0	1	0	0	0	0	1	0.5	1	Text_and_illustrations	TRUE	1	2	1	1	0	0	0	0	0	3	5	1.25
1	28	Spanish	Mexico	Canonical Scientific Issues	10	1	1	3	1	2	3	2	3	2	0	0	1	0	1	0	0	0	0	1	0.5	1	Text_and_illustrations	TRUE	1	2	1	1	0	0	0	0	0	3	5	1.25
1	42	Spanish	Mexico	Novel Science and Technology Issues	9	1	1	4	3	2	3	2	3	2	0	0	0	0	0	1	1	0	1	2	1	2	Text_and_illustrations	TRUE	1	2	1	3	0	0	2	1	0	3	10	3.41666666666667
1	45	Spanish	Mexico	Novel Science and Technology Issues	8	1	1	4	3	2	3	2	3	2	0	0	0	0	1	0	1	0	0	1	0.5	2	Text_and_illustrations	TRUE	1	2	1	2	0	0	0	1	0	3	7	2.5
1	45	Spanish	Mexico	Novel Science and Technology Issues	7	1	1	4	3	2	3	2	3	2	0	0	0	0	1	0	1	0	0	1	0.5	1	Text_and_illustrations	TRUE	1	2	1	2	0	0	0	1	0	3	7	2.5
1	58	Spanish	Mexico	Socio-Scientific Issues	9	1	1	1	1	2	3	2	3	2	0	0	0	0	1	0	1	0	0	2	1	1	Text_and_illustrations	TRUE	1	2	1	1	0	0	1	0	0	3	6	1.58333333333333
1	65	Spanish	Mexico	Socio-Scientific Issues	2	1	1	4	3	2	3	2	3	2	0	0	0	0	1	1	0	0	1	1	0.5	2	Text_and_illustrations	TRUE	2	2	1	3	0	0	1	1	0	4	10	3.25
1	68	Spanish	Mexico	Socio-Scientific Issues	12	1	1	4	1	2	3	2	3	2	0	0	0	0	1	1	1	0	0	1	0.5	2	Text_and_illustrations	TRUE	2	2	1	1	0	0	1	1	0	4	8	2.75
1	70	Spanish	Mexico	Socio-Scientific Issues	8	1	1	4	1	2	3	2	3	2	0	0	1	0	1	0	1	0	0	2	1	2	Text_and_illustrations	TRUE	1	2	1	1	0	0	2	1	0	3	8	2.91666666666667
1	70	Spanish	Mexico	Socio-Scientific Issues	9	1	1	1	2	2	3	2	3	2	1	0	0	0	0	0	0	0	0	1	0.5	2	Text_and_illustrations	TRUE	0	2	1	1	0	0	1	0	0	2	5	1.41666666666667
1	70	Spanish	Mexico	Socio-Scientific Issues	10	1	1	1	3	2	3	2	3	2	0	0	0	0	0	1	0	0	0	1	0.5	2	Text_and_illustrations	TRUE	1	2	1	2	0	0	1	0	0	3	7	1.83333333333333
1	71	Spanish	Mexico	Socio-Scientific Issues	4	1	1	4	3	2	3	2	3	2	0	0	0	0	1	1	1	0	1	2	1	2	Text_and_illustrations	TRUE	2	2	1	3	0	0	2	1	0	4	11	3.58333333333333
1	45	Spanish	Mexico	Novel Science and Technology Issues	14	1	1	1	3	2	3	1	2	2	0	0	1	0	0	0	1	0	0	1	0.5	1	Text_and_illustrations	TRUE	0	1	1	2	0	0	0	0	0	1	4	1.16666666666667
1	5	Portuguese	Portugal	Canonical Scientific Issues	3	1	1	4	1	2	3	2	3	2	0	0	0	0	1	1	0	0	0	1	0.5	2	Text_and_illustrations	TRUE	2	2	1	1	0	0	1	1	0	4	8	2.75
1	5	Portuguese	Portugal	Canonical Scientific Issues	4	1	1	1	1	2	3	2	3	2	0	0	0	0	1	1	0	0	0	0	0	2	Text_and_illustrations	TRUE	2	2	1	1	0	0	1	0	0	4	7	1.75
1	8	Portuguese	Portugal	Canonical Scientific Issues	11	1	1	1	1	2	3	1	2	2	0	0	0	0	1	1	0	0	1	1	0.5	2	Text_and_illustrations	TRUE	2	1	1	2	0	0	1	0	0	3	7	1.83333333333333
1	54	Portuguese	Portugal	Socio-Scientific Issues	3	1	1	1	1	2	3	2	3	2	0	0	0	0	1	1	0	0	0	1	0.5	0	Text_and_illustrations	TRUE	2	2	1	1	0	0	1	0	0	4	7	1.75
1	58	Portuguese	Portugal	Socio-Scientific Issues	11	1	1	4	1	2	3	2	3	2	0	0	0	0	1	0	0	0	0	1	0.5	0	Text_and_illustrations	TRUE	1	2	1	1	0	0	1	1	0	3	7	2.58333333333333
1	28	Portuguese	Portugal	Canonical Scientific Issues	2	1	1	1	1	2	3	2	3	2	0	0	0	0	1	1	1	0	0	1	0.5	0	Text_and_illustrations	TRUE	2	2	1	1	0	0	1	0	0	4	7	1.75
1	28	Portuguese	Portugal	Canonical Scientific Issues	10	1	1	1	1	2	3	2	3	2	0	0	0	0	1	1	0	0	0	1	0.5	0	Text_and_illustrations	TRUE	2	2	1	1	0	0	1	0	0	4	7	1.75
1	28	Portuguese	Portugal	Canonical Scientific Issues	12	1	1	1	1	2	3	2	3	2	0	0	0	0	1	1	0	0	0	1	0.5	0	Text_and_illustrations	TRUE	2	2	1	1	0	0	1	0	0	4	7	1.75
1	58	Portuguese	Portugal	Socio-Scientific Issues	12	1	1	1	1	2	3	1	2	2	0	0	0	1	0	0	0	0	0	2	1	2	Text_and_illustrations	TRUE	1	1	1	1	0	0	2	0	0	2	6	1.75
1	71	Portuguese	Portugal	Socio-Scientific Issues	7	1	1	4	1	2	3	1	2	2	0	0	0	1	1	1	1	1	1	2	1	2	Text_and_illustrations	TRUE	3	1	1	3	0	0	2	1	0	4	11	3.58333333333333
1	8	Russian	Russia	Canonical Scientific Issues	12	1	1	4	1	2	3	1	1	2	0	0	0	0	1	0	1	0	0	2	1	1	Text_and_illustrations	TRUE	1	1	1	1	0	0	1	1	0	2	6	2.41666666666667
1	12	Russian	Russia	Canonical Scientific Issues	5	1	1	1	1	2	3	1	2	2	0	0	0	0	1	0	1	0	0	2	1	1	Text_and_illustrations	TRUE	1	1	1	1	0	0	2	0	0	2	6	1.75
1	42	Russian	Russia	Novel Science and Technology Issues	3	1	1	1	1	2	3	1	2	2	0	0	0	0	0	1	0	0	0	1	0.5	2	Text_and_illustrations	TRUE	1	1	1	1	0	0	1	0	0	2	5	1.41666666666667
1	54	Russian	Russia	Socio-Scientific Issues	2	1	1	2	3	2	3	1	1	2	0	1	0	0	0	0	1	0	0	2	1	2	Text_and_illustrations	TRUE	0	1	1	2	0	0	2	0	0	1	6	1.83333333333333
1	70	Russian	Russia	Socio-Scientific Issues	5	1	1	4	3	2	3	1	2	2	0	0	1	1	0	1	1	0	0	2	1	2	Text_and_illustrations	TRUE	2	1	1	2	0	0	2	1	0	3	9	3.16666666666667
1	71	Russian	Russia	Socio-Scientific Issues	12	1	1	4	3	2	3	1	2	2	0	0	1	0	0	1	1	0	0	1	0.5	2	Text_and_illustrations	TRUE	1	1	1	2	0	0	1	1	0	2	7	2.66666666666667
1	5	Turkish	Turkey	Canonical Scientific Issues	1	1	1	4	1	2	3	2	3	2	0	0	1	0	1	0	1	0	1	2	1	0	Text_and_illustrations	TRUE	1	2	1	2	0	0	2	1	0	3	9	3.16666666666667
1	5	Turkish	Turkey	Canonical Scientific Issues	3	1	1	1	1	2	3	2	3	2	0	0	0	0	1	0	1	0	1	1	0.5	2	Text_and_illustrations	TRUE	1	2	1	2	0	0	1	0	0	3	7	1.83333333333333
1	8	Turkish	Turkey	Canonical Scientific Issues	7	1	1	3	1	2	3	1	2	1	0	0	1	1	0	0	1	1	1	0	0	0	Text_and_illustrations	TRUE	1	0	1	3	0	0	0	0	0	1	5	1.41666666666667
1	44	Turkish	Turkey	Novel Science and Technology Issues	9	1	1	4	1	2	3	2	3	2	0	0	0	0	1	0	1	0	1	1	0.5	1	Text_and_illustrations	TRUE	1	2	1	2	0	0	0	1	0	3	7	2.5
1	44	Turkish	Turkey	Novel Science and Technology Issues	10	1	1	4	1	2	3	2	3	2	0	0	0	0	1	1	1	1	0	1	0.5	1	Text_and_illustrations	TRUE	2	2	1	2	0	0	0	1	0	4	8	2.66666666666667
1	44	Turkish	Turkey	Novel Science and Technology Issues	11	1	1	4	3	2	3	2	3	2	0	0	0	0	1	0	0	0	0	1	0.5	1	Text_and_illustrations	TRUE	1	2	1	2	0	0	0	1	0	3	7	2.5
1	49	Turkish	Turkey	Novel Science and Technology Issues	9	1	1	4	1	2	3	2	3	2	0	0	0	0	1	1	1	0	1	1	0.5	1	Text_and_illustrations	TRUE	2	2	1	2	0	0	0	1	0	4	8	2.66666666666667
1	28	Turkish	Turkey	Canonical Scientific Issues	5	1	4	4	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	2	1	2	Text_and_illustrations	TRUE	0	1	0	1	0	0	2	1	0	1	5	2.08333333333333
1	35	Turkish	Turkey	Canonical Scientific Issues	3	1	1	4	1	2	3	2	3	2	0	0	0	0	1	0	1	1	0	0	0	1	Text_and_illustrations	TRUE	1	2	1	2	0	0	0	1	0	3	7	2.5
1	35	Turkish	Turkey	Canonical Scientific Issues	9	1	1	3	3	2	3	2	3	2	0	0	0	0	1	1	1	0	0	1	0.5	1	Text_and_illustrations	TRUE	2	2	1	2	0	0	0	0	0	4	7	1.66666666666667
1	8	Taiwanese	Taiwan	Canonical Scientific Issues	9	1	1	1	1	2	2	2	3	2	0	0	0	0	0	1	1	0	0	1	0.5	0	Text_and_illustrations	TRUE	1	2	2	1	0	0	1	0	0	3	7	2.08333333333333
1	13	Taiwanese	Taiwan	Canonical Scientific Issues	3	1	1	4	1	2	3	2	3	2	0	0	0	0	0	1	0	0	1	1	0.5	1	Text_and_illustrations	TRUE	1	2	1	2	0	0	1	1	0	3	8	2.83333333333333
1	35	Taiwanese	Taiwan	Canonical Scientific Issues	4	1	1	1	1	2	3	2	3	2	0	0	0	0	0	0	0	0	1	1	0.5	1	Text_and_illustrations	TRUE	0	2	1	2	0	0	1	0	0	2	6	1.66666666666667
1	39	Taiwanese	Taiwan	Novel Science and Technology Issues	3	1	1	4	1	2	3	2	3	2	0	0	0	0	0	1	1	0	1	1	0.5	1	Text_and_illustrations	TRUE	1	2	1	2	0	0	1	1	0	3	8	2.83333333333333
1	52	Taiwanese	Taiwan	Novel Science and Technology Issues	5	1	1	1	1	2	3	2	3	2	1	0	0	0	0	0	0	0	0	1	0.5	1	Text_and_illustrations	TRUE	0	2	1	1	0	0	0	0	0	2	4	1.08333333333333
1	56	Taiwanese	Taiwan	Socio-Scientific Issues	11	1	1	1	1	2	3	2	3	2	0	0	0	0	0	0	1	1	0	2	1	1	Text_and_illustrations	TRUE	0	2	1	2	0	0	2	0	0	2	7	2
1	66	Taiwanese	Taiwan	Socio-Scientific Issues	5	1	1	1	1	2	3	2	3	2	0	0	0	0	0	0	1	0	0	1	0.5	1	Text_and_illustrations	TRUE	0	2	1	1	0	0	1	0	0	2	5	1.41666666666667
1	68	Taiwanese	Taiwan	Socio-Scientific Issues	5	1	1	4	1	2	3	2	3	2	0	0	0	0	1	1	1	0	1	1	0.5	1	Text_and_illustrations	TRUE	2	2	1	2	0	0	1	1	0	4	9	3
1	12	Swahili	Tanzania	Canonical Scientific Issues	3	1	1	1	3	2	3	1	1	1	0	0	0	0	0	0	1	0	1	2	1	2	Text_and_illustrations	TRUE	0	0	1	3	0	0	2	0	0	0	6	1.91666666666667
1	52	Swahili	Tanzania	Novel Science and Technology Issues	5	1	1	1	1	2	3	1	1	1	0	0	1	0	1	1	1	0	1	1	0.5	2	Text_and_illustrations	TRUE	2	0	1	2	0	0	1	0	0	2	6	1.66666666666667
1	6	Ukrainian	Ukraine	Canonical Scientific Issues	3	1	1	4	1	2	3	2	3	2	0	0	0	0	1	1	1	0	0	2	1	1	Text_and_illustrations	TRUE	2	2	1	1	0	0	2	1	0	4	9	3.08333333333333
1	54	Ukrainian	Ukraine	Socio-Scientific Issues	4	1	1	4	2	2	3	2	3	2	0	0	0	0	1	1	0	0	0	2	1	2	Text_and_illustrations	TRUE	2	2	1	1	0	0	2	1	0	4	9	3.08333333333333
1	5	English	United States	Canonical Scientific Issues	6	3	1	4	3	2	3	2	3	2	0	0	0	0	0	1	0	0	1	2	1	1	Text_and_illustrations	TRUE	1	2	1	3	0	0	3	1	0	3	11	3.75
1	35	English	United States	Canonical Scientific Issues	1	2	1	1	3	2	3	2	3	2	0	0	0	0	1	1	1	0	0	0	0	0	Text_and_illustrations	TRUE	2	2	1	2	0	0	1	0	0	4	8	2
1	35	English	United States	Canonical Scientific Issues	2	2	1	1	3	2	3	2	3	2	0	0	0	0	1	1	1	0	0	0	0	1	Text_and_illustrations	TRUE	2	2	1	2	0	0	1	0	0	4	8	2
1	35	English	United States	Canonical Scientific Issues	12	3	1	4	3	2	3	2	3	2	0	0	0	0	1	1	0	0	1	2	1	1	Text_and_illustrations	TRUE	2	2	1	3	0	0	2	1	0	4	11	3.58333333333333
1	39	English	United States	Novel Science and Technology Issues	2	2	1	1	3	2	3	2	3	2	0	0	0	0	1	1	0	0	0	1	0.5	1	Text_and_illustrations	TRUE	2	2	1	2	0	0	0	0	0	4	7	1.66666666666667
1	42	English	United States	Novel Science and Technology Issues	2	2	1	4	3	2	3	1	1	1	0	0	0	0	1	1	0	0	0	1	0.5	1	Text_and_illustrations	TRUE	2	0	1	2	0	0	0	1	0	2	6	2.33333333333333
1	44	English	United States	Novel Science and Technology Issues	2	3	1	1	3	2	3	2	3	2	0	0	1	0	1	1	1	0	0	1	0.5	2	Text_and_illustrations	TRUE	2	2	1	2	0	0	2	0	0	4	9	2.33333333333333
1	45	English	United States	Novel Science and Technology Issues	6	2	1	1	3	2	3	2	3	2	0	0	0	0	1	1	1	0	0	0	0	1	Text_and_illustrations	TRUE	2	2	1	2	0	0	0	0	0	4	7	1.66666666666667
1	49	English	United States	Novel Science and Technology Issues	10	2	1	1	3	2	3	2	3	2	0	0	0	1	1	1	0	0	0	0	0	1	Text_and_illustrations	TRUE	3	2	1	2	0	0	1	0	0	5	9	2.16666666666667
1	56	English	United States	Socio-Scientific Issues	10	3	1	4	3	2	2	2	3	2	0	0	0	0	1	1	1	0	0	2	1	1	Text_and_illustrations	TRUE	2	2	2	2	0	0	3	1	0	4	12	4.16666666666667
1	58	English	United States	Socio-Scientific Issues	7	1	1	1	3	2	3	2	3	2	0	0	0	0	0	1	0	0	0	2	1	1	Text_and_illustrations	TRUE	1	2	1	2	0	0	2	0	0	3	8	2.16666666666667
1	59	English	United States	Socio-Scientific Issues	2	1	1	1	3	2	3	2	3	2	0	0	0	0	1	1	1	1	1	2	1	1	Text_and_illustrations	TRUE	2	2	1	4	0	0	2	0	0	4	11	2.83333333333333
1	66	English	United States	Socio-Scientific Issues	15	2	1	4	3	2	3	1	2	2	0	0	0	0	1	1	0	0	0	2	1	2	Text_and_illustrations	TRUE	2	1	1	2	0	0	1	1	0	3	8	2.83333333333333
1	71	English	United States	Socio-Scientific Issues	15	1	1	1	3	2	3	2	3	2	0	0	0	1	1	1	1	0	0	2	1	2	Text_and_illustrations	TRUE	3	2	1	2	0	0	2	0	0	5	10	2.5
1	71	English	United States	Socio-Scientific Issues	2	3	1	1	3	2	3	2	3	2	0	0	0	1	1	1	1	0	0	2	1	2	Text_and_illustrations	TRUE	3	2	1	2	0	0	3	0	0	5	11	2.83333333333333
1	20	Chinese	United States	Canonical Scientific Issues	9	1	1	3	3	2	3	2	3	2	0	0	0	0	1	0	1	0	0	1	0.5	1	Text_and_illustrations	TRUE	1	2	1	2	0	0	0	0	0	3	6	1.5
1	39	Chinese	United States	Novel Science and Technology Issues	2	1	1	4	3	2	3	1	2	1	0	0	0	1	1	1	0	0	0	1	0.5	1	Text_and_illustrations	TRUE	3	0	1	2	0	0	0	1	0	3	7	2.5
1	39	Chinese	United States	Novel Science and Technology Issues	3	1	1	4	1	2	3	2	3	2	0	0	0	1	0	0	1	0	0	1	0.5	1	Text_and_illustrations	TRUE	1	2	1	1	0	0	0	1	0	3	6	2.25
1	42	Chinese	United States	Novel Science and Technology Issues	2	1	1	4	3	2	3	1	2	1	0	0	0	0	1	0	0	0	0	1	0.5	1	Text_and_illustrations	TRUE	1	0	1	2	0	0	0	1	0	1	5	2.16666666666667
1	43	Chinese	United States	Novel Science and Technology Issues	3	1	1	4	1	2	3	1	2	2	0	0	0	1	0	0	1	0	0	1	0.5	1	Text_and_illustrations	TRUE	1	1	1	1	0	0	0	1	0	2	5	2.08333333333333
1	68	Chinese	United States	Socio-Scientific Issues	3	1	1	1	1	2	3	1	2	2	1	0	0	0	0	0	0	0	0	1	0.5	1	Text_and_illustrations	TRUE	0	1	1	1	0	0	0	0	0	1	3	0.916666666666667
1	12	Vietnamese	Vietnam	Canonical Scientific Issues	3	1	1	4	1	2	3	1	2	2	0	0	1	0	0	0	1	0	0	2	1	2	Text_and_illustrations	TRUE	0	1	1	1	0	0	2	1	0	1	6	2.58333333333333
1	38	Vietnamese	Vietnam	Canonical Scientific Issues	11	1	1	4	2	2	3	2	3	2	0	0	1	0	1	0	0	0	0	1	0.5	2	Text_and_illustrations	TRUE	1	2	1	1	0	0	0	1	0	3	6	2.25
1	42	Vietnamese	Vietnam	Novel Science and Technology Issues	1	1	1	4	1	2	3	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	Text_and_illustrations	TRUE	1	0	1	1	0	0	0	1	0	1	4	1.91666666666667
1	42	Vietnamese	Vietnam	Novel Science and Technology Issues	4	1	1	4	1	2	3	2	3	2	0	0	0	0	0	1	0	0	0	2	1	2	Text_and_illustrations	TRUE	1	2	1	1	0	0	2	1	0	3	8	2.91666666666667
1	42	Vietnamese	Vietnam	Novel Science and Technology Issues	5	1	1	4	1	2	3	2	3	2	0	0	0	0	0	1	0	0	0	2	1	2	Text_and_illustrations	TRUE	1	2	1	1	0	0	2	1	0	3	8	2.91666666666667
1	59	Vietnamese	Vietnam	Socio-Scientific Issues	5	1	1	4	2	2	3	2	3	2	0	0	0	0	1	0	0	0	0	2	1	2	Text_and_illustrations	TRUE	1	2	1	1	0	0	1	1	0	3	7	2.58333333333333
1	59	Vietnamese	Vietnam	Socio-Scientific Issues	10	1	1	3	2	2	3	2	3	2	0	0	0	0	0	0	1	0	0	2	1	2	Text_and_illustrations	TRUE	0	2	1	1	0	0	2	0	0	2	6	1.75
1	70	Vietnamese	Vietnam	Socio-Scientific Issues	8	1	1	2	1	2	3	2	3	2	0	0	0	0	1	1	0	0	0	2	1	2	Text_and_illustrations	TRUE	2	2	1	1	0	0	1	0	0	4	7	1.75
1	71	Vietnamese	Vietnam	Socio-Scientific Issues	3	1	1	2	2	2	3	2	3	2	0	0	0	0	0	0	1	0	0	2	1	2	Text_and_illustrations	TRUE	0	2	1	1	0	0	2	0	0	2	6	1.75
1	71	Vietnamese	Vietnam	Socio-Scientific Issues	4	1	1	4	1	2	3	2	3	2	0	0	0	0	0	1	0	0	0	2	1	2	Text_and_illustrations	TRUE	1	2	1	1	0	0	1	1	0	3	7	2.58333333333333
1	65	Afrikaans	South Africa	Socio-Scientific Issues	9	1	1	1	1	2	3	2	3	2	0	0	0	0	1	0	0	0	0	2	1	2	Text_and_illustrations	TRUE	1	2	1	1	0	0	2	0	0	3	7	1.91666666666667
1	56	Arabic	Egypt	Socio-Scientific Issues	3	1	1	1	1	2	3	2	3	2	0	1	0	0	0	1	0	0	0	0	0	1	Other	TRUE	2	2	1	1	0	0	0	0	0	4	6	1.41666666666667
1	58	Arabic	Egypt	Socio-Scientific Issues	7	1	1	1	1	2	3	2	3	2	0	0	0	0	0	1	0	0	0	1	0.5	1	Other	TRUE	2	2	1	1	0	0	0	0	0	4	6	1.41666666666667
1	39	French	France	Novel Science and Technology Issues	2	1	4	1	1	0	0	2	3	2	0	0	0	0	0	1	0	0	0	1	0.5	1	Other	TRUE	2	2	0	1	0	0	0	0	0	4	5	0.916666666666667
1	66	Portuguese	Brazil	Socio-Scientific Issues	10	1	1	4	1	2	3	1	2	2	0	0	0	0	0	0	1	0	1	2	1	2	Text	FALSE	0	1	1	1	0	0	2	1	0	1	6	2.58333333333333
1	8	French	Democratic Republic of the Congo	Canonical Scientific Issues	13	1	1	1	1	2	3	2	3	1	0	0	0	0	0	1	1	0	0	2	1	2	Text	FALSE	1	1	1	0	0	0	1	0	0	2	4	1.16666666666667
1	54	French	Democratic Republic of the Congo	Socio-Scientific Issues	4	1	1	1	1	2	3	2	3	1	0	0	0	0	0	1	1	0	0	1	0.5	2	Text	FALSE	1	1	1	0	0	0	1	0	0	2	4	1.16666666666667
1	68	French	Democratic Republic of the Congo	Socio-Scientific Issues	7	1	1	1	1	2	3	1	1	1	0	0	0	0	0	1	0	1	0	1	0.5	2	Text	FALSE	1	0	1	1	0	0	1	0	0	1	4	1.25
1	54	German	Germany	Socio-Scientific Issues	10	1	1	1	1	2	3	2	3	2	0	0	1	0	0	1	1	0	0	1	0.5	1	Text	FALSE	1	2	1	0	0	0	0	0	0	3	4	1
1	8	German	Germany	Canonical Scientific Issues	3	1	1	1	1	2	3	1	2	2	0	0	1	0	0	1	1	0	0	1	0.5	1	Text	FALSE	1	1	1	0	0	0	1	0	0	2	4	1.16666666666667
1	59	German	Germany	Socio-Scientific Issues	2	1	4	1	1	0	0	0	0	2	0	0	1	0	1	1	0	0	1	1	0.5	1	Text	FALSE	2	1	0	1	0	0	0	0	0	3	4	0.75
1	59	German	Germany	Socio-Scientific Issues	3	1	4	1	1	0	0	0	0	2	0	0	1	0	1	1	1	0	0	1	0.5	1	Text	FALSE	2	1	0	0	0	0	0	0	0	3	3	0.5
1	43	Arabic	Egypt	Novel Science and Technology Issues	4	1	1	4	3	2	3	2	3	1	0	0	1	0	0	1	1	0	0	0	0	1	Text	FALSE	1	1	1	1	0	0	0	1	0	2	5	2.08333333333333
1	65	Arabic	Egypt	Socio-Scientific Issues	4	1	1	3	1	2	3	2	3	2	0	0	0	0	0	1	0	1	0	0	0	1	Text	FALSE	1	2	1	1	0	0	0	0	0	3	5	1.25
1	66	Arabic	Egypt	Socio-Scientific Issues	10	1	1	2	1	2	2	2	3	2	0	0	0	0	0	1	1	0	0	0	0	1	Text	FALSE	1	2	2	0	0	0	0	0	0	3	5	1.5
1	68	Spanish	Spain	Socio-Scientific Issues	12	1	1	4	3	2	3	2	3	2	0	0	0	0	0	1	0	1	1	1	0.5	2	Text	FALSE	1	2	1	3	0	0	0	1	0	3	8	2.75
1	42	Hebrew	Israel	Novel Science and Technology Issues	2	1	1	4	1	2	3	1	2	2	0	0	0	1	0	1	1	0	0	2	1	2	Text	FALSE	2	1	1	0	0	0	2	1	0	3	7	2.66666666666667
1	54	Hebrew	Israel	Socio-Scientific Issues	1	1	1	4	1	0	0	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	Text	FALSE	0	2	0	0	0	0	0	1	0	2	3	1.33333333333333
1	46	Hebrew	Israel	Novel Science and Technology Issues	7	1	1	4	3	2	3	2	3	2	1	0	0	0	0	0	0	0	0	2	1	1	Text	FALSE	0	2	1	1	0	0	2	1	0	2	7	2.75
1	53	Italian	Italy	Socio-Scientific Issues	1	1	1	4	1	2	3	2	3	2	0	0	0	0	0	1	1	0	1	1	0.5	2	Text	FALSE	1	2	1	1	0	0	1	1	0	3	7	2.58333333333333
1	12	Korean	South Korea	Canonical Scientific Issues	9	1	1	1	3	2	0	2	3	2	1	0	0	0	0	0	0	0	0	1	0.5	2	Text	FALSE	0	2	1	1	0	0	0	0	0	2	4	1.08333333333333
1	38	Spanish	Mexico	Canonical Scientific Issues	9	1	1	1	3	2	3	2	3	2	0	0	1	1	1	1	1	1	0	2	1	1	Text	FALSE	3	2	1	2	0	0	1	0	0	5	9	2.16666666666667
1	52	Russian	Russia	Novel Science and Technology Issues	3	1	1	1	1	2	3	1	2	2	0	0	1	0	0	1	0	0	0	1	0.5	1	Text	FALSE	1	1	1	0	0	0	1	0	0	2	4	1.16666666666667
1	8	Turkish	Turkey	Canonical Scientific Issues	11	1	1	1	1	2	3	2	3	2	0	0	1	0	0	0	0	0	0	1	0.5	2	Text	FALSE	0	2	1	0	0	0	1	0	0	2	4	1.16666666666667
1	56	Turkish	Turkey	Socio-Scientific Issues	3	1	1	4	1	2	3	1	2	2	0	0	0	0	0	1	0	0	0	1	0.5	1	Text	FALSE	1	1	1	0	0	0	1	1	0	2	5	2.16666666666667
1	56	Taiwanese	Taiwan	Socio-Scientific Issues	3	1	1	1	2	2	3	2	3	2	0	0	0	0	0	0	1	0	1	1	0.5	1	Text	FALSE	0	2	1	1	0	0	1	0	0	2	5	1.41666666666667
1	5	Swahili	Tanzania	Canonical Scientific Issues	9	1	1	1	1	2	3	2	3	2	0	0	1	0	0	1	0	1	1	1	0.5	2	Text	FALSE	1	2	1	2	0	0	1	0	0	3	7	1.83333333333333
